房间,窗墙比,传热系数,辐射吸收系数,房间朝向,房间面积,房间人数,温度,湿度,Co2浓度,送风温度,监测时间,air volume
ROOM7,0.66,0.56,0.64,西南,76.9,2,24.2,62,400,24,2024-07-11 15:00:00,836
ROOM7,0.66,0.56,0.64,西南,76.9,1,24.5,61,400,24,2024-07-11 15:30:00,836
ROOM7,0.66,0.56,0.64,西南,76.9,7,25.4,58,400,24,2024-07-11 17:00:00,839
ROOM7,0.66,0.56,0.64,西南,76.9,1,25.3,58,400,24,2024-07-11 17:30:00,840
ROOM7,0.66,0.56,0.64,西南,76.9,1,27.5,56,429,24,2024-07-11 18:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,28.4,60,426,24,2024-07-11 19:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.7,62,465,24,2024-07-11 20:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,29.1,64,502,24,2024-07-11 21:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.9,60,496,24,2024-07-11 22:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.7,59,481,24,2024-07-11 22:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.8,59,466,24,2024-07-11 23:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.1,60,457,24,2024-07-12 00:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.2,61,458,24,2024-07-12 00:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.4,63,449,24,2024-07-12 02:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.6,64,447,24,2024-07-12 02:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.7,66,445,24,2024-07-12 04:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.9,67,439,24,2024-07-12 05:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30,67,439,24,2024-07-12 06:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.4,70,447,24,2024-07-12 07:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,26.1,63,450,24,2024-07-12 09:00:00,839
ROOM7,0.66,0.56,0.64,西南,76.9,2,24.8,62,452,24,2024-07-12 09:30:00,841
ROOM7,0.66,0.56,0.64,西南,76.9,1,24,62,466,24,2024-07-12 10:30:00,833
ROOM7,0.66,0.56,0.64,西南,76.9,3,24.2,63,471,24,2024-07-12 11:00:00,833
ROOM7,0.66,0.56,0.64,西南,76.9,1,24.2,63,471,24,2024-07-12 11:30:00,837
ROOM7,0.66,0.56,0.64,西南,76.9,6,23.7,63,408,24,2024-07-12 13:00:00,840
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.4,63,403,24,2024-07-12 14:00:00,841
ROOM7,0.66,0.56,0.64,西南,76.9,2,23.4,62,458,24,2024-07-12 16:00:00,837
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.2,61,466,24,2024-07-12 16:30:00,470
ROOM7,0.66,0.56,0.64,西南,76.9,1,23,62,470,24,2024-07-12 17:00:00,365
ROOM7,0.66,0.56,0.64,西南,76.9,0,23.1,64,404,24,2024-07-12 17:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,26.7,61,456,24,2024-07-12 18:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,27.4,62,469,24,2024-07-12 19:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,28,64,476,24,2024-07-12 19:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.7,66,464,24,2024-07-12 21:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.8,63,473,24,2024-07-12 22:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,28.8,63,471,24,2024-07-12 23:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,29,63,461,24,2024-07-13 00:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29,64,462,24,2024-07-13 00:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.1,64,460,24,2024-07-13 01:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.3,65,455,24,2024-07-13 02:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.3,65,445,24,2024-07-13 02:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.5,67,448,24,2024-07-13 04:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.6,67,441,24,2024-07-13 04:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.8,68,436,24,2024-07-13 06:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,30.2,69,449,24,2024-07-13 08:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,30.1,69,452,24,2024-07-13 08:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.9,67,433,24,2024-07-13 10:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.3,68,440,24,2024-07-13 11:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.4,68,441,24,2024-07-13 11:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.6,68,449,24,2024-07-13 12:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.7,68,448,24,2024-07-13 13:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31,67,455,24,2024-07-13 14:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,32.1,66,456,24,2024-07-13 15:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,32.3,66,456,24,2024-07-13 16:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,31.7,61,471,24,2024-07-13 16:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,31.2,56,504,24,2024-07-13 17:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30,48,487,24,2024-07-13 19:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.8,58,467,24,2024-07-13 20:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31,60,464,24,2024-07-13 20:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.2,61,451,24,2024-07-13 21:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.4,64,442,24,2024-07-13 23:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.4,64,444,24,2024-07-13 23:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.5,65,439,24,2024-07-14 00:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.5,65,445,24,2024-07-14 00:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.6,65,435,24,2024-07-14 01:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.6,66,446,24,2024-07-14 02:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.6,66,441,24,2024-07-14 02:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.7,67,440,24,2024-07-14 04:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.7,67,434,24,2024-07-14 04:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.8,67,438,24,2024-07-14 05:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.8,67,442,24,2024-07-14 05:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.8,67,437,24,2024-07-14 06:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.8,67,441,24,2024-07-14 07:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.9,67,436,24,2024-07-14 07:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,32,67,452,24,2024-07-14 08:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,32.1,67,450,24,2024-07-14 09:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,32.1,69,455,24,2024-07-14 10:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,32.1,68,473,24,2024-07-14 11:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,3,32.1,68,495,24,2024-07-14 11:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,31.7,59,513,24,2024-07-14 12:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,31,54,519,24,2024-07-14 14:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,30.6,52,506,24,2024-07-14 14:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,30.5,51,523,24,2024-07-14 15:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,31.5,68,484,24,2024-07-14 15:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,32.1,66,477,24,2024-07-14 16:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,32.3,66,473,24,2024-07-14 16:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,32.4,65,472,24,2024-07-14 17:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,31.9,65,465,24,2024-07-14 21:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,31.5,61,468,24,2024-07-14 22:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,31.4,61,463,24,2024-07-14 22:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,31.5,62,459,24,2024-07-14 23:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,31.7,62,449,24,2024-07-15 00:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.8,62,449,24,2024-07-15 00:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.9,62,449,24,2024-07-15 01:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,32,62,450,24,2024-07-15 01:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,32,61,448,24,2024-07-15 02:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,32.1,62,444,24,2024-07-15 02:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,32.1,62,437,24,2024-07-15 03:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,32.2,63,435,24,2024-07-15 04:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,32.2,63,436,24,2024-07-15 04:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,32.4,68,435,24,2024-07-15 06:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,32.5,67,444,24,2024-07-15 07:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,32.3,66,449,24,2024-07-15 08:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,32.2,66,451,24,2024-07-15 08:30:00,832
ROOM7,0.66,0.56,0.64,西南,76.9,1,25.8,60,450,24,2024-07-15 10:00:00,835
ROOM7,0.66,0.56,0.64,西南,76.9,1,24.9,60,460,24,2024-07-15 11:00:00,833
ROOM7,0.66,0.56,0.64,西南,76.9,1,24.5,61,457,24,2024-07-15 12:00:00,835
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.9,61,463,24,2024-07-15 13:30:00,836
ROOM7,0.66,0.56,0.64,西南,76.9,2,23.8,61,472,24,2024-07-15 14:00:00,838
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.5,61,463,24,2024-07-15 15:00:00,837
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.9,60,460,24,2024-07-15 15:30:00,841
ROOM7,0.66,0.56,0.64,西南,76.9,1,24,59,452,24,2024-07-15 17:00:00,838
ROOM7,0.66,0.56,0.64,西南,76.9,6,23.9,61,417,24,2024-07-15 17:30:00,835
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.8,60,475,24,2024-07-15 21:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29,60,500,24,2024-07-15 21:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.4,62,492,24,2024-07-15 23:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.6,62,493,24,2024-07-15 23:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.7,62,491,24,2024-07-16 00:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.9,63,484,24,2024-07-16 01:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.1,63,479,24,2024-07-16 02:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.2,63,476,24,2024-07-16 02:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.3,64,469,24,2024-07-16 03:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.7,65,468,24,2024-07-16 06:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.8,66,465,24,2024-07-16 07:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.8,66,459,24,2024-07-16 07:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,30.9,67,455,24,2024-07-16 08:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,26.9,62,482,24,2024-07-16 09:00:00,476
ROOM7,0.66,0.56,0.64,西南,76.9,2,25.2,60,477,24,2024-07-16 09:30:00,364
ROOM7,0.66,0.56,0.64,西南,76.9,1,24.6,60,481,24,2024-07-16 10:00:00,365
ROOM7,0.66,0.56,0.64,西南,76.9,1,24.3,62,487,24,2024-07-16 10:30:00,474
ROOM7,0.66,0.56,0.64,西南,76.9,1,24.2,62,482,24,2024-07-16 11:00:00,364
ROOM7,0.66,0.56,0.64,西南,76.9,5,23.9,62,484,24,2024-07-16 12:00:00,839
ROOM7,0.66,0.56,0.64,西南,76.9,3,23.9,63,488,24,2024-07-16 13:00:00,842
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.5,62,495,24,2024-07-16 14:00:00,472
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.7,62,488,24,2024-07-16 15:00:00,831
ROOM7,0.66,0.56,0.64,西南,76.9,6,23.8,62,492,24,2024-07-16 15:30:00,835
ROOM7,0.66,0.56,0.64,西南,76.9,2,23.6,64,420,24,2024-07-16 17:00:00,839
ROOM7,0.66,0.56,0.64,西南,76.9,0,26.4,59,457,24,2024-07-16 18:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29,65,497,24,2024-07-16 21:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.8,63,498,24,2024-07-16 21:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.9,63,510,24,2024-07-16 23:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.1,63,515,24,2024-07-17 00:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.2,64,495,24,2024-07-17 01:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.3,65,490,24,2024-07-17 01:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.4,65,490,24,2024-07-17 02:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.7,66,474,24,2024-07-17 04:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.7,67,468,24,2024-07-17 04:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.9,67,465,24,2024-07-17 06:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.9,67,463,24,2024-07-17 06:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,30.3,68,469,24,2024-07-17 08:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,25.9,62,473,24,2024-07-17 09:00:00,837
ROOM7,0.66,0.56,0.64,西南,76.9,2,24.3,63,484,24,2024-07-17 10:00:00,831
ROOM7,0.66,0.56,0.64,西南,76.9,2,23.9,64,485,24,2024-07-17 10:30:00,837
ROOM7,0.66,0.56,0.64,西南,76.9,3,23.7,64,491,24,2024-07-17 11:00:00,842
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.5,65,477,24,2024-07-17 12:00:00,841
ROOM7,0.66,0.56,0.64,西南,76.9,2,23.8,65,483,24,2024-07-17 12:30:00,833
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.7,64,477,24,2024-07-17 13:00:00,836
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.3,62,404,24,2024-07-17 15:00:00,834
ROOM7,0.66,0.56,0.64,西南,76.9,2,23.1,62,483,24,2024-07-17 17:00:00,837
ROOM7,0.66,0.56,0.64,西南,76.9,3,23,64,486,24,2024-07-17 17:30:00,473
ROOM7,0.66,0.56,0.64,西南,76.9,1,25.8,63,447,24,2024-07-17 18:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.2,63,459,24,2024-07-17 19:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.8,67,466,24,2024-07-17 21:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29,67,467,24,2024-07-17 22:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29,66,467,24,2024-07-17 22:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.8,65,474,24,2024-07-17 23:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.8,65,477,24,2024-07-17 23:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.8,65,478,24,2024-07-18 00:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.9,66,473,24,2024-07-18 01:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29,66,470,24,2024-07-18 01:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29,66,470,24,2024-07-18 02:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.1,66,469,24,2024-07-18 02:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.2,67,468,24,2024-07-18 03:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.2,67,464,24,2024-07-18 03:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.3,67,459,24,2024-07-18 04:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.4,68,455,24,2024-07-18 05:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.5,68,464,24,2024-07-18 06:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,29.8,71,471,24,2024-07-18 07:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,5,29.9,66,471,24,2024-07-18 08:30:00,845
ROOM7,0.66,0.56,0.64,西南,76.9,2,25.6,63,459,24,2024-07-18 09:00:00,839
ROOM7,0.66,0.56,0.64,西南,76.9,2,24.4,63,471,24,2024-07-18 09:30:00,838
ROOM7,0.66,0.56,0.64,西南,76.9,3,23.2,66,483,24,2024-07-18 12:30:00,841
ROOM7,0.66,0.56,0.64,西南,76.9,2,22.9,64,479,24,2024-07-18 13:30:00,837
ROOM7,0.66,0.56,0.64,西南,76.9,2,22.3,65,491,24,2024-07-18 15:00:00,833
ROOM7,0.66,0.56,0.64,西南,76.9,6,22.5,65,486,24,2024-07-18 15:30:00,833
ROOM7,0.66,0.56,0.64,西南,76.9,5,22.4,66,490,24,2024-07-18 16:00:00,837
ROOM7,0.66,0.56,0.64,西南,76.9,7,22.4,66,489,24,2024-07-18 16:30:00,364
ROOM7,0.66,0.56,0.64,西南,76.9,6,22.4,66,492,24,2024-07-18 17:00:00,836
ROOM7,0.66,0.56,0.64,西南,76.9,6,22.5,67,482,24,2024-07-18 17:30:00,832
ROOM7,0.66,0.56,0.64,西南,76.9,1,25,63,455,24,2024-07-18 18:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,26.8,66,467,24,2024-07-18 19:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.2,67,474,24,2024-07-18 19:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,27.6,67,488,24,2024-07-18 20:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,27.7,67,503,24,2024-07-18 20:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.8,67,466,24,2024-07-18 21:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.5,66,481,24,2024-07-18 23:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.8,67,476,24,2024-07-19 00:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.8,67,472,24,2024-07-19 00:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.9,67,477,24,2024-07-19 01:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28,68,475,24,2024-07-19 01:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.1,68,471,24,2024-07-19 02:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.3,69,464,24,2024-07-19 03:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.4,69,463,24,2024-07-19 04:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.5,69,463,24,2024-07-19 04:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.6,70,465,24,2024-07-19 05:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.6,70,462,24,2024-07-19 06:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.7,70,465,24,2024-07-19 06:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.7,71,465,24,2024-07-19 07:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.9,71,458,24,2024-07-19 08:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29,71,455,24,2024-07-19 08:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,25.9,65,469,24,2024-07-19 09:00:00,842
ROOM7,0.66,0.56,0.64,西南,76.9,1,24.1,65,480,24,2024-07-19 09:30:00,839
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.6,66,481,24,2024-07-19 10:00:00,836
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.3,66,491,24,2024-07-19 10:30:00,838
ROOM7,0.66,0.56,0.64,西南,76.9,1,23.4,66,495,24,2024-07-19 11:00:00,812
ROOM7,0.66,0.56,0.64,西南,76.9,3,23.3,64,496,24,2024-07-19 12:00:00,461
ROOM7,0.66,0.56,0.64,西南,76.9,1,22.8,64,486,24,2024-07-19 12:30:00,460
ROOM7,0.66,0.56,0.64,西南,76.9,4,23,63,467,24,2024-07-19 13:30:00,460
ROOM7,0.66,0.56,0.64,西南,76.9,2,22.8,63,457,24,2024-07-19 14:00:00,352
ROOM7,0.66,0.56,0.64,西南,76.9,2,23,63,424,24,2024-07-19 15:00:00,813
ROOM7,0.66,0.56,0.64,西南,76.9,2,22.9,63,439,24,2024-07-19 17:00:00,808
ROOM7,0.66,0.56,0.64,西南,76.9,1,27.3,65,476,24,2024-07-19 20:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,27.8,66,546,24,2024-07-19 21:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.1,62,509,24,2024-07-19 23:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.4,63,498,24,2024-07-20 00:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.7,65,485,24,2024-07-20 01:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,27.8,66,482,24,2024-07-20 02:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28,67,479,24,2024-07-20 03:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.3,68,474,24,2024-07-20 04:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.3,68,467,24,2024-07-20 05:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.5,69,468,24,2024-07-20 06:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,28.7,70,462,24,2024-07-20 07:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.3,71,466,24,2024-07-20 10:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.5,71,476,24,2024-07-20 11:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.8,71,475,24,2024-07-20 12:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,29.9,71,471,24,2024-07-20 12:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.1,71,482,24,2024-07-20 13:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.3,71,479,24,2024-07-20 14:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.5,70,474,24,2024-07-20 14:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.9,70,474,24,2024-07-20 15:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.3,70,474,24,2024-07-20 17:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.2,71,480,24,2024-07-20 19:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.1,71,482,24,2024-07-20 20:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31,71,486,24,2024-07-20 20:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31,72,481,24,2024-07-20 21:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31,72,478,24,2024-07-20 21:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31,72,482,24,2024-07-20 23:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31,72,483,24,2024-07-20 23:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31,72,475,24,2024-07-21 00:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31,72,478,24,2024-07-21 02:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.1,72,479,24,2024-07-21 03:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.1,72,476,24,2024-07-21 03:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.1,72,472,24,2024-07-21 05:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,31.1,72,473,24,2024-07-21 06:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,31.1,73,469,24,2024-07-21 08:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,30.9,73,497,24,2024-07-21 09:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,3,30.5,74,543,24,2024-07-21 10:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,30.8,73,532,24,2024-07-21 11:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,30.8,72,515,24,2024-07-21 11:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,30.9,71,521,24,2024-07-21 12:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,30.1,60,559,24,2024-07-21 12:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,29.5,55,592,24,2024-07-21 13:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,0,30.8,71,475,24,2024-07-21 14:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,29.4,55,581,24,2024-07-21 15:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,29.2,53,613,24,2024-07-21 15:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,29,51,604,24,2024-07-21 16:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,29.5,57,561,24,2024-07-21 16:30:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,1,29.7,74,548,24,2024-07-21 17:00:00,0
ROOM7,0.66,0.56,0.64,西南,76.9,2,30.7,72,501,24,2024-07-21 18:00:00,0
